Price per GB,Price per TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,Affiliate Link HTML
£0.016,£15.83,£285,18 TB,,"Internal 3.5""",HDD,New,"Seagate Exos X18 Enterprise Class, 18TB, Enterprise Internal Hard Drive, SATA, 3,5"" 6Gbit/s, 128MB cache ((ST18000NM000J)","<a href=""https://www.amazon.co.uk/dp/B08JV6PP9B"">Seagate Exos X18 Enterprise Class, 18TB, Enterprise Internal Hard Drive, SATA, 3,5"" 6Gbit/s, 128MB cache ((ST18000NM000J)</a>","<a href=""https://www.amazon.co.uk/dp/B08JV6PP9B"">Seagate Exos X18 Enterprise Class, 18TB, Enterprise Internal Hard Drive, SATA, 3,5"" 6Gbit/s, 128MB cache ((ST18000NM000J)</a>"
£0.016,£15.89,£254,16 TB,2 years,"External 3.5""",HDD,Used,"WD 16TB Elements External Hard Drive, Desktop HDD storage, USB 3.0 compatible, Fast Transfer rates, Easy add on storage for all your pictures, videos, music and documents, Black","<a href=""https://www.amazon.co.uk/dp/B08KY4P7L5"">WD 16TB Elements External Hard Drive, Desktop HDD storage, USB 3.0 compatible, Fast Transfer rates, Easy add on storage for all your pictures, videos, music and documents, Black</a>","<a href=""https://www.amazon.co.uk/dp/B08KY4P7L5"">WD 16TB Elements External Hard Drive, Desktop HDD storage, USB 3.0 compatible, Fast Transfer rates, Easy add on storage for all your pictures, videos, music and documents, Black</a>"
£0.016,£16.48,"£1,978",6 TB x20,,Tape,LTO-7,New,Quantum LTO ULTRIUM 7 WORM,"<a href=""https://www.amazon.co.uk/dp/B019JJOODG"">Quantum LTO ULTRIUM 7 WORM</a>"
£0.017,£16.56,£265,16 TB,2 years,"External 3.5""",HDD,New,"WD 16TB Elements External Hard Drive, Desktop HDD storage, USB 3.0 compatible, Fast Transfer rates, Easy add on storage for all your pictures, videos, music and documents, Black","<a href=""https://www.amazon.co.uk/dp/B08KY4P7L5"">WD 16TB Elements External Hard Drive, Desktop HDD storage, USB 3.0 compatible, Fast Transfer rates, Easy add on storage for all your pictures, videos, music and documents, Black</a>","<a href=""https://www.amazon.co.uk/dp/B08KY4P7L5"">WD 16TB Elements External Hard Drive, Desktop HDD storage, USB 3.0 compatible, Fast Transfer rates, Easy add on storage for all your pictures, videos, music and documents, Black</a>"
£0.017,£16.56,£132,8 TB,2 years,"Internal 3.5""",HDD,Used,"Seagate BarraCuda, 8TB, Internal Hard Drive, 3.5 Inch, SATA, 6GB/s,, 5,400 RPM, 256MB Cache, for Computer Desktop PC, FFP (ST8000DMZ04/004).","<a href=""https://www.amazon.co.uk/dp/B07H289S7C"">Seagate BarraCuda, 8TB, Internal Hard Drive, 3.5 Inch, SATA, 6GB/s,, 5,400 RPM, 256MB Cache, for Computer Desktop PC, FFP (ST8000DMZ04/004).</a>","<a href=""https://www.amazon.co.uk/dp/B07H289S7C"">Seagate BarraCuda, 8TB, Internal Hard Drive, 3.5 Inch, SATA, 6GB/s,, 5,400 RPM, 256MB Cache, for Computer Desktop PC, FFP (ST8000DMZ04/004).</a>"
£0.017,£16.56,£265,16 TB,3 years,"External 3.5""",HDD,New,"Seagate Expansion Desktop 16TB, External Hard Drive, USB 3.0, 2 year Rescue Services (STKP16000400)","<a href=""https://www.amazon.co.uk/dp/B093BWYJ9Q"">Seagate Expansion Desktop 16TB, External Hard Drive, USB 3.0, 2 year Rescue Services (STKP16000400)</a>"
£0.017,£16.67,£233,14 TB,3 years,"External 3.5""",HDD,Used,"WD 14TB My Book external hard drive, Desktop HDD with Password Protection, USB 3.0, SuperSpeed USB, software for device management, backup, hardware encryption, works with PC and Mac, Black","<a href=""https://www.amazon.co.uk/dp/B07Y3JXGPL"">WD 14TB My Book external hard drive, Desktop HDD with Password Protection, USB 3.0, SuperSpeed USB, software for device management, backup, hardware encryption, works with PC and Mac, Black</a>","<a href=""https://www.amazon.co.uk/dp/B07Y3JXGPL"">WD 14TB My Book external hard drive, Desktop HDD with Password Protection, USB 3.0, SuperSpeed USB, software for device management, backup, hardware encryption, works with PC and Mac, Black</a>"
£0.017,£16.71,£234,14 TB,,"Internal 3.5""",HDD,New,"Seagate IronWolf Pro 14 TB NAS RAID Internal Hard Drive - 7,200 RPM SATA 6 Gb/s 3.5-inch (ST14000NE0008)","<a href=""https://www.amazon.co.uk/dp/B07H7CKYGT"">Seagate IronWolf Pro 14 TB NAS RAID Internal Hard Drive - 7,200 RPM SATA 6 Gb/s 3.5-inch (ST14000NE0008)</a>","<a href=""https://www.amazon.co.uk/dp/B07H7CKYGT"">Seagate IronWolf Pro 14 TB NAS RAID Internal Hard Drive - 7,200 RPM SATA 6 Gb/s 3.5-inch (ST14000NE0008)</a>"
£0.017,£16.73,£335,20 TB,2 years,"Internal 3.5""",HDD,New,"Toshiba Enterprise HDD 20TB, MG10ACA20TE","<a href=""https://www.amazon.co.uk/dp/B0BMQWLCCM"">Toshiba Enterprise HDD 20TB, MG10ACA20TE</a>","<a href=""https://www.amazon.co.uk/dp/B0BMQWLCCM"">Toshiba Enterprise HDD 20TB, MG10ACA20TE</a>"
£0.017,£16.78,£42,2.5 TB,,Tape,LTO-6,New,"HP C7976W LTO-6 Ultrium MP WORM Blank Data Tape (6250GB, 846m)","<a href=""https://www.amazon.co.uk/dp/B00CNN2BV8"">HP C7976W LTO-6 Ultrium MP WORM Blank Data Tape (6250GB, 846m)</a>"
£0.017,£16.80,£134,8 TB,2 years,"External 3.5""",HDD,Used,"WD 8TB Elements External Hard Drive, Desktop HDD storage, USB 3.0 compatible, Fast Transfer rates, Easy add on storage for all your pictures, videos, music and documents, Black","<a href=""https://www.amazon.co.uk/dp/B07FNK6QMT"">WD 8TB Elements External Hard Drive, Desktop HDD storage, USB 3.0 compatible, Fast Transfer rates, Easy add on storage for all your pictures, videos, music and documents, Black</a>","<a href=""https://www.amazon.co.uk/dp/B07FNK6QMT"">WD 8TB Elements External Hard Drive, Desktop HDD storage, USB 3.0 compatible, Fast Transfer rates, Easy add on storage for all your pictures, videos, music and documents, Black</a>"
£0.017,£17.00,£170,10 TB,2 years,"External 3.5""",HDD,Used,"WD 10TB Elements External Hard Drive, Desktop HDD storage, USB 3.0 compatible, Fast Transfer rates, Easy add on storage for all your pictures, videos, music and documents, Black","<a href=""https://www.amazon.co.uk/dp/B07G364YHX"">WD 10TB Elements External Hard Drive, Desktop HDD storage, USB 3.0 compatible, Fast Transfer rates, Easy add on storage for all your pictures, videos, music and documents, Black</a>","<a href=""https://www.amazon.co.uk/dp/B07G364YHX"">WD 10TB Elements External Hard Drive, Desktop HDD storage, USB 3.0 compatible, Fast Transfer rates, Easy add on storage for all your pictures, videos, music and documents, Black</a>"
£0.017,£17.03,£273,16 TB,5 years,"Internal 3.5""",HDD,New,"Toshiba 16TB Enterprise Internal Hard Drive – MG Series 3.5' SATA HDD Mainstream server and storage, 24/7 Reliable Operation, Hyperscale and cloud storage (MG08ACA16TE)","<a href=""https://www.amazon.co.uk/dp/B0832BL1HC"">Toshiba 16TB Enterprise Internal Hard Drive – MG Series 3.5' SATA HDD Mainstream server and storage, 24/7 Reliable Operation, Hyperscale and cloud storage (MG08ACA16TE)</a>","<a href=""https://www.amazon.co.uk/dp/B0832BL1HC"">Toshiba 16TB Enterprise Internal Hard Drive – MG Series 3.5' SATA HDD Mainstream server and storage, 24/7 Reliable Operation, Hyperscale and cloud storage (MG08ACA16TE)</a>"
£0.017,£17.08,£205,12 TB,2 years,"External 3.5""",HDD,Used,"WD 12 TB Elements Desktop External Hard Drive - USB 3.0, Black","<a href=""https://www.amazon.co.uk/dp/B07VXKF1L4"">WD 12 TB Elements Desktop External Hard Drive - USB 3.0, Black</a>","<a href=""https://www.amazon.co.uk/dp/B07VXKF1L4"">WD 12 TB Elements Desktop External Hard Drive - USB 3.0, Black</a>"
£0.017,£17.14,£377,22 TB,,"Internal 3.5""",HDD,New,"Toshiba 22TB Enterprise Internal Hard Drive – MG Series 3.5"" SATA HDD for Server, Storage, 24/7 Operation, Hyperscale, Cloud (MG10AFA22TE)","<a href=""https://www.amazon.co.uk/dp/B0CN5LBWRD"">Toshiba 22TB Enterprise Internal Hard Drive – MG Series 3.5"" SATA HDD for Server, Storage, 24/7 Operation, Hyperscale, Cloud (MG10AFA22TE)</a>"
£0.017,£17.18,£69,4 TB,1 year,"External 3.5""",HDD,Used,Sonnics 4TB External Hard Drive USB 3.0 High Speed for XBOX ONE / PS4 / Windows PC/Mac,"<a href=""https://www.amazon.co.uk/dp/B0744Z59TF"">Sonnics 4TB External Hard Drive USB 3.0 High Speed for XBOX ONE / PS4 / Windows PC/Mac</a>","<a href=""https://www.amazon.co.uk/dp/B0744Z59TF"">Sonnics 4TB External Hard Drive USB 3.0 High Speed for XBOX ONE / PS4 / Windows PC/Mac</a>"
£0.017,£17.24,£207,12 TB,3 years,"Internal 3.5""",HDD,New,"Seagate IronWolf ST12000VN0008 - Hard drive - 12 TB - internal - 3.5"" - SATA 6Gb/s - 7200 rpm - buffer: 256 MB Mechanical Hard Disk","<a href=""https://www.amazon.co.uk/dp/B07J351T2V"">Seagate IronWolf ST12000VN0008 - Hard drive - 12 TB - internal - 3.5"" - SATA 6Gb/s - 7200 rpm - buffer: 256 MB Mechanical Hard Disk</a>","<a href=""https://www.amazon.co.uk/dp/B07J351T2V"">Seagate IronWolf ST12000VN0008 - Hard drive - 12 TB - internal - 3.5"" - SATA 6Gb/s - 7200 rpm - buffer: 256 MB Mechanical Hard Disk</a>"
£0.017,£17.25,£138,8 TB,2 years,"Internal 3.5""",HDD,New,"Seagate BarraCuda, 8TB, Internal Hard Drive, 3.5 Inch, SATA, 6GB/s,, 5,400 RPM, 256MB Cache, for Computer Desktop PC, FFP (ST8000DMZ04/004).","<a href=""https://www.amazon.co.uk/dp/B07H289S7C"">Seagate BarraCuda, 8TB, Internal Hard Drive, 3.5 Inch, SATA, 6GB/s,, 5,400 RPM, 256MB Cache, for Computer Desktop PC, FFP (ST8000DMZ04/004).</a>","<a href=""https://www.amazon.co.uk/dp/B07H289S7C"">Seagate BarraCuda, 8TB, Internal Hard Drive, 3.5 Inch, SATA, 6GB/s,, 5,400 RPM, 256MB Cache, for Computer Desktop PC, FFP (ST8000DMZ04/004).</a>"
£0.017,£17.25,£69,4 TB,,"Internal 3.5""",HDD,Used,Seagate IronWolf PRO 4TB Internal NAS Hard Drive ST4000NE001 3.5 Inch HDD SATA3 (Renewed),"<a href=""https://www.amazon.co.uk/dp/B0CRBJK29D"">Seagate IronWolf PRO 4TB Internal NAS Hard Drive ST4000NE001 3.5 Inch HDD SATA3 (Renewed)</a>"
£0.017,£17.27,£380,22 TB,,"External 3.5""",HDD,New,"WD 22TB Elements External Hard Drive, Desktop HDD storage, USB 3.0 compatible, Fast Transfer rates, Easy add on storage for all your pictures, videos, music and documents, Black","<a href=""https://www.amazon.co.uk/dp/B0BSFRNQTF"">WD 22TB Elements External Hard Drive, Desktop HDD storage, USB 3.0 compatible, Fast Transfer rates, Easy add on storage for all your pictures, videos, music and documents, Black</a>"
£0.017,£17.36,£69,4 TB,5 years,"Internal 3.5""",HDD,Used,Toshiba 4TB S300 Surveillance HDD - 3.5' SATA Internal Hard Drive Supports up to 64 HD cameras at a 180TB/Year workload (HDWT840UZSVA),"<a href=""https://www.amazon.co.uk/dp/B0974Y9725"">Toshiba 4TB S300 Surveillance HDD - 3.5' SATA Internal Hard Drive Supports up to 64 HD cameras at a 180TB/Year workload (HDWT840UZSVA)</a>","<a href=""https://www.amazon.co.uk/dp/B0974Y9725"">Toshiba 4TB S300 Surveillance HDD - 3.5' SATA Internal Hard Drive Supports up to 64 HD cameras at a 180TB/Year workload (HDWT840UZSVA)</a>"
£0.017,£17.40,£278,16 TB,3 years,"External 3.5""",HDD,Used,"WD 16TB My Book external hard drive, Desktop HDD with Password Protection, USB 3.0, SuperSpeed USB, software for device management, backup, hardware encryption, works with PC and Mac, Black","<a href=""https://www.amazon.co.uk/dp/B08KY99GPL"">WD 16TB My Book external hard drive, Desktop HDD with Password Protection, USB 3.0, SuperSpeed USB, software for device management, backup, hardware encryption, works with PC and Mac, Black</a>","<a href=""https://www.amazon.co.uk/dp/B08KY99GPL"">WD 16TB My Book external hard drive, Desktop HDD with Password Protection, USB 3.0, SuperSpeed USB, software for device management, backup, hardware encryption, works with PC and Mac, Black</a>"
£0.017,£17.40,£104,6 TB,,Tape,LTO-7,New,Sony LTX6000GN LTO 15 TB Ultrium 7 Data Cartridge,"<a href=""https://www.amazon.co.uk/dp/B01AROO7WU"">Sony LTX6000GN LTO 15 TB Ultrium 7 Data Cartridge</a>"
£0.017,£17.48,£245,14 TB,3 years,"External 3.5""",HDD,New,"Seagate Expansion Desktop 14TB, External Hard Drive, USB 3.0, 2 year Rescue Services (STKP14000400)","<a href=""https://www.amazon.co.uk/dp/B093BW8PBG"">Seagate Expansion Desktop 14TB, External Hard Drive, USB 3.0, 2 year Rescue Services (STKP14000400)</a>"
£0.018,£17.51,£175,10 TB,2 years,"External 3.5""",HDD,Used,"Seagate Expansion Desktop 10TB, External Hard Drive, USB 3.0, 2 year Rescue Services (STKP10000400)","<a href=""https://www.amazon.co.uk/dp/B093BWHR9C"">Seagate Expansion Desktop 10TB, External Hard Drive, USB 3.0, 2 year Rescue Services (STKP10000400)</a>","<a href=""https://www.amazon.co.uk/dp/B093BWHR9C"">Seagate Expansion Desktop 10TB, External Hard Drive, USB 3.0, 2 year Rescue Services (STKP10000400)</a>"
£0.018,£17.85,£71,4 TB,5 years,"Internal 3.5""",HDD,Used,Seagate 4 TB BarraCuda Internal Hard Drive,"<a href=""https://www.amazon.co.uk/dp/B07115ZSQ6"">Seagate 4 TB BarraCuda Internal Hard Drive</a>","<a href=""https://www.amazon.co.uk/dp/B07115ZSQ6"">Seagate 4 TB BarraCuda Internal Hard Drive</a>"
£0.018,£17.95,£144,8 TB,3 years,"Internal 3.5""",HDD,Used,"WD_BLACK D10 8TB Game Drive for Xbox, external HDD, transfer speeds up to 250 MB/s, 7200RPM, Active Cooling to Store your Massive Collection, 1 Month Xbox Game Pass, black","<a href=""https://www.amazon.co.uk/dp/B07WF8BK8D"">WD_BLACK D10 8TB Game Drive for Xbox, external HDD, transfer speeds up to 250 MB/s, 7200RPM, Active Cooling to Store your Massive Collection, 1 Month Xbox Game Pass, black</a>","<a href=""https://www.amazon.co.uk/dp/B07WF8BK8D"">WD_BLACK D10 8TB Game Drive for Xbox, external HDD, transfer speeds up to 250 MB/s, 7200RPM, Active Cooling to Store your Massive Collection, 1 Month Xbox Game Pass, black</a>"
£0.018,£18.05,£180,10 TB,2 years,"External 3.5""",HDD,New,"Seagate Expansion Desktop 10TB, External Hard Drive, USB 3.0, 2 year Rescue Services (STKP10000400)","<a href=""https://www.amazon.co.uk/dp/B093BWHR9C"">Seagate Expansion Desktop 10TB, External Hard Drive, USB 3.0, 2 year Rescue Services (STKP10000400)</a>","<a href=""https://www.amazon.co.uk/dp/B093BWHR9C"">Seagate Expansion Desktop 10TB, External Hard Drive, USB 3.0, 2 year Rescue Services (STKP10000400)</a>"
£0.018,£18.20,£109,6 TB,2 years,"Internal 3.5""",HDD,Used,"Seagate Skyhawk, 6TB, Video Internal Hard Drive, 3.5"", SATA, 6Gb/s, 64MB Cache, for DVR/NVR Security Camera System, with Drive Health Management, 3 year Rescue Services, FFP (ST6000VXZ09)","<a href=""https://www.amazon.co.uk/dp/B0BLT1WXKC"">Seagate Skyhawk, 6TB, Video Internal Hard Drive, 3.5"", SATA, 6Gb/s, 64MB Cache, for DVR/NVR Security Camera System, with Drive Health Management, 3 year Rescue Services, FFP (ST6000VXZ09)</a>","<a href=""https://www.amazon.co.uk/dp/B0BLT1WXKC"">Seagate Skyhawk, 6TB, Video Internal Hard Drive, 3.5"", SATA, 6Gb/s, 64MB Cache, for DVR/NVR Security Camera System, with Drive Health Management, 3 year Rescue Services, FFP (ST6000VXZ09)</a>"
£0.018,£18.26,£110,6 TB,2 years,"External 3.5""",HDD,Used,"Seagate Expansion Desktop, 6TB, External Hard Drive, USB 3.0, 2 year Rescue Services (STKP6000400)","<a href=""https://www.amazon.co.uk/dp/B093BVQYYM"">Seagate Expansion Desktop, 6TB, External Hard Drive, USB 3.0, 2 year Rescue Services (STKP6000400)</a>","<a href=""https://www.amazon.co.uk/dp/B093BVQYYM"">Seagate Expansion Desktop, 6TB, External Hard Drive, USB 3.0, 2 year Rescue Services (STKP6000400)</a>"
£0.018,£18.28,£329,18 TB,2 years,"External 3.5""",HDD,New,"WD 18TB Elements Desktop External Hard Drive - USB 3.0, Black","<a href=""https://www.amazon.co.uk/dp/B08KY32HFR"">WD 18TB Elements Desktop External Hard Drive - USB 3.0, Black</a>","<a href=""https://www.amazon.co.uk/dp/B08KY32HFR"">WD 18TB Elements Desktop External Hard Drive - USB 3.0, Black</a>"
£0.018,£18.33,£110,6 TB,2 years,"Internal 3.5""",HDD,New,Seagate BarraCuda 6 TB Internal Hard Drive HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache for Computer Desktop PC (ST6000DM003),"<a href=""https://www.amazon.co.uk/dp/B075WX2TKM"">Seagate BarraCuda 6 TB Internal Hard Drive HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache for Computer Desktop PC (ST6000DM003)</a>","<a href=""https://www.amazon.co.uk/dp/B075WX2TKM"">Seagate BarraCuda 6 TB Internal Hard Drive HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache for Computer Desktop PC (ST6000DM003)</a>"
£0.018,£18.44,£221,12 TB,3 years,"Internal 3.5""",HDD,Used,"Seagate IronWolf, 12TB, NAS, Internal Hard Drive, CMR, 3.5 Inch, SATA, 6GB/s, 7200 RPM, 256MB Cache, for RAID Network Attached Storage, 3 year Rescue Services, FFP (ST12000VNZ008)","<a href=""https://www.amazon.co.uk/dp/B08147LZFD"">Seagate IronWolf, 12TB, NAS, Internal Hard Drive, CMR, 3.5 Inch, SATA, 6GB/s, 7200 RPM, 256MB Cache, for RAID Network Attached Storage, 3 year Rescue Services, FFP (ST12000VNZ008)</a>","<a href=""https://www.amazon.co.uk/dp/B08147LZFD"">Seagate IronWolf, 12TB, NAS, Internal Hard Drive, CMR, 3.5 Inch, SATA, 6GB/s, 7200 RPM, 256MB Cache, for RAID Network Attached Storage, 3 year Rescue Services, FFP (ST12000VNZ008)</a>"
£0.019,£18.52,£111,6 TB,,Tape,LTO-7,New,"Quantum 100x Data Cartridge Bar Code Labels, Lto Ultrium 7 LTO7 Series 000001-000100 Data Cartridge","<a href=""https://www.amazon.co.uk/dp/B019SXSIK8"">Quantum 100x Data Cartridge Bar Code Labels, Lto Ultrium 7 LTO7 Series 000001-000100 Data Cartridge</a>"
£0.019,£18.54,£297,16 TB,3 years,"Internal 3.5""",HDD,Used,"Seagate IronWolf, Pro 16 TB, Enterprise Internal NAS HDD – CMR 3.5 Inch, SATA 6 Gb/s, 7,200 RPM, 256 MB Cache for RAID NAS, Rescue Services - Frustration Free Packaging (ST16000NTZ01)","<a href=""https://www.amazon.co.uk/dp/B0B94NFYWX"">Seagate IronWolf, Pro 16 TB, Enterprise Internal NAS HDD – CMR 3.5 Inch, SATA 6 Gb/s, 7,200 RPM, 256 MB Cache for RAID NAS, Rescue Services - Frustration Free Packaging (ST16000NTZ01)</a>","<a href=""https://www.amazon.co.uk/dp/B0B94NFYWX"">Seagate IronWolf, Pro 16 TB, Enterprise Internal NAS HDD – CMR 3.5 Inch, SATA 6 Gb/s, 7,200 RPM, 256 MB Cache for RAID NAS, Rescue Services - Frustration Free Packaging (ST16000NTZ01)</a>"
£0.019,£18.54,£74,4 TB,3 years,"Internal 3.5""",HDD,Used,"Seagate Skyhawk, 4TB, Video Internal Hard Drive, 3.5"", SATA, 6Gb/s, 64MB Cache, for DVR/NVR Security Camera System, with Drive Health Management, 3 year Rescue Services, FFP (ST4000VXZ16)","<a href=""https://www.amazon.co.uk/dp/B0B1JPYH2Z"">Seagate Skyhawk, 4TB, Video Internal Hard Drive, 3.5"", SATA, 6Gb/s, 64MB Cache, for DVR/NVR Security Camera System, with Drive Health Management, 3 year Rescue Services, FFP (ST4000VXZ16)</a>","<a href=""https://www.amazon.co.uk/dp/B0B1JPYH2Z"">Seagate Skyhawk, 4TB, Video Internal Hard Drive, 3.5"", SATA, 6Gb/s, 64MB Cache, for DVR/NVR Security Camera System, with Drive Health Management, 3 year Rescue Services, FFP (ST4000VXZ16)</a>"
£0.019,£18.64,£47,2.5 TB,,Tape,LTO-6,New,HP Data Cartridge Lto Ultrium 6 2.5TB/6.25TB RW,"<a href=""https://www.amazon.co.uk/dp/B06XTRVDTB"">HP Data Cartridge Lto Ultrium 6 2.5TB/6.25TB RW</a>"
£0.019,£18.75,£75,4 TB,5 years,"Internal 3.5""",HDD,New,Toshiba 4TB S300 Surveillance HDD - 3.5' SATA Internal Hard Drive Supports up to 64 HD cameras at a 180TB/Year workload (HDWT840UZSVA),"<a href=""https://www.amazon.co.uk/dp/B0974Y9725"">Toshiba 4TB S300 Surveillance HDD - 3.5' SATA Internal Hard Drive Supports up to 64 HD cameras at a 180TB/Year workload (HDWT840UZSVA)</a>","<a href=""https://www.amazon.co.uk/dp/B0974Y9725"">Toshiba 4TB S300 Surveillance HDD - 3.5' SATA Internal Hard Drive Supports up to 64 HD cameras at a 180TB/Year workload (HDWT840UZSVA)</a>"
£0.019,£18.75,£75,4 TB,1 year,"External 3.5""",HDD,New,Sonnics 4TB External Hard Drive USB 3.0 High Speed for XBOX ONE / PS4 / Windows PC/Mac,"<a href=""https://www.amazon.co.uk/dp/B0744Z59TF"">Sonnics 4TB External Hard Drive USB 3.0 High Speed for XBOX ONE / PS4 / Windows PC/Mac</a>","<a href=""https://www.amazon.co.uk/dp/B0744Z59TF"">Sonnics 4TB External Hard Drive USB 3.0 High Speed for XBOX ONE / PS4 / Windows PC/Mac</a>"
£0.019,£18.78,£376,20 TB,3 years,"Internal 3.5""",HDD,Used,"Seagate IronWolf Pro 20TB, Enterprise Internal NAS HDD – CMR 3.5 Inch, SATA 6GB/s, 7,200 RPM, 256 MB Cache for RAID NAS, Rescue Services - Frustration Free Packaging (ST20000NTZ01)","<a href=""https://www.amazon.co.uk/dp/B0B94KG3J9"">Seagate IronWolf Pro 20TB, Enterprise Internal NAS HDD – CMR 3.5 Inch, SATA 6GB/s, 7,200 RPM, 256 MB Cache for RAID NAS, Rescue Services - Frustration Free Packaging (ST20000NTZ01)</a>","<a href=""https://www.amazon.co.uk/dp/B0B94KG3J9"">Seagate IronWolf Pro 20TB, Enterprise Internal NAS HDD – CMR 3.5 Inch, SATA 6GB/s, 7,200 RPM, 256 MB Cache for RAID NAS, Rescue Services - Frustration Free Packaging (ST20000NTZ01)</a>"
£0.019,£18.81,£4,4.7 GB x50,2 years,Optical,DVD-R,New,Verbatim 43512 4.7GB 16x Wide Inkjet Printable DVD+R - 50 Pack Spindle,"<a href=""https://www.amazon.co.uk/dp/B0776K3MB7"">Verbatim 43512 4.7GB 16x Wide Inkjet Printable DVD+R - 50 Pack Spindle</a>"
£0.019,£18.82,£565,1.5 TB x20,,Tape,LTO-5,New,"HP C7975WL LTO-5 Ultrium WORM Custom Labeled Data Cartridge (3000GB, 280MBps)","<a href=""https://www.amazon.co.uk/dp/B003FP03MC"">HP C7975WL LTO-5 Ultrium WORM Custom Labeled Data Cartridge (3000GB, 280MBps)</a>"
£0.019,£19.00,£19,1 TB,,"Internal 3.5""",HDD,Used,Seagate Video 3.5 HDD Internal Hard Drive Bare Drive - 1000GB (ST1000VM002),"<a href=""https://www.amazon.co.uk/dp/B00KQ4Q70C"">Seagate Video 3.5 HDD Internal Hard Drive Bare Drive - 1000GB (ST1000VM002)</a>","<a href=""https://www.amazon.co.uk/dp/B00KQ4Q70C"">Seagate Video 3.5 HDD Internal Hard Drive Bare Drive - 1000GB (ST1000VM002)</a>"
£0.019,£19.06,£305,16 TB,3 years,"External 3.5""",HDD,New,"WD 16TB My Book external hard drive, Desktop HDD with Password Protection, USB 3.0, SuperSpeed USB, software for device management, backup, hardware encryption, works with PC and Mac, Black","<a href=""https://www.amazon.co.uk/dp/B08KY99GPL"">WD 16TB My Book external hard drive, Desktop HDD with Password Protection, USB 3.0, SuperSpeed USB, software for device management, backup, hardware encryption, works with PC and Mac, Black</a>","<a href=""https://www.amazon.co.uk/dp/B08KY99GPL"">WD 16TB My Book external hard drive, Desktop HDD with Password Protection, USB 3.0, SuperSpeed USB, software for device management, backup, hardware encryption, works with PC and Mac, Black</a>"
£0.019,£19.11,£306,16 TB,3 years,"Internal 3.5""",HDD,New,"Seagate IronWolf, Pro 16 TB, Enterprise Internal NAS HDD – CMR 3.5 Inch, SATA 6 Gb/s, 7,200 RPM, 256 MB Cache for RAID NAS, Rescue Services - Frustration Free Packaging (ST16000NTZ01)","<a href=""https://www.amazon.co.uk/dp/B0B94NFYWX"">Seagate IronWolf, Pro 16 TB, Enterprise Internal NAS HDD – CMR 3.5 Inch, SATA 6 Gb/s, 7,200 RPM, 256 MB Cache for RAID NAS, Rescue Services - Frustration Free Packaging (ST16000NTZ01)</a>","<a href=""https://www.amazon.co.uk/dp/B0B94NFYWX"">Seagate IronWolf, Pro 16 TB, Enterprise Internal NAS HDD – CMR 3.5 Inch, SATA 6 Gb/s, 7,200 RPM, 256 MB Cache for RAID NAS, Rescue Services - Frustration Free Packaging (ST16000NTZ01)</a>"
£0.019,£19.12,£153,8 TB,3 years,"External 3.5""",HDD,New,"Seagate Desktop, 8 TB, External Hard Drive HDD – USB 3.0 for PC Laptop and Mac and Two-year Rescue Services (STGY8000400), Black","<a href=""https://www.amazon.co.uk/dp/B07CQJBSQL"">Seagate Desktop, 8 TB, External Hard Drive HDD – USB 3.0 for PC Laptop and Mac and Two-year Rescue Services (STGY8000400), Black</a>","<a href=""https://www.amazon.co.uk/dp/B07CQJBSQL"">Seagate Desktop, 8 TB, External Hard Drive HDD – USB 3.0 for PC Laptop and Mac and Two-year Rescue Services (STGY8000400), Black</a>"
£0.019,£19.14,£268,14 TB,2 years,"External 3.5""",HDD,New,"WD 14 TB Elements Desktop External Hard Drive - USB 3.0, Black","<a href=""https://www.amazon.co.uk/dp/B07Y3KDVZH"">WD 14 TB Elements Desktop External Hard Drive - USB 3.0, Black</a>","<a href=""https://www.amazon.co.uk/dp/B07Y3KDVZH"">WD 14 TB Elements Desktop External Hard Drive - USB 3.0, Black</a>"
£0.019,£19.16,£115,6 TB,2 years,"External 3.5""",HDD,New,"Seagate Expansion Desktop, 6TB, External Hard Drive, USB 3.0, 2 year Rescue Services (STKP6000400)","<a href=""https://www.amazon.co.uk/dp/B093BVQYYM"">Seagate Expansion Desktop, 6TB, External Hard Drive, USB 3.0, 2 year Rescue Services (STKP6000400)</a>","<a href=""https://www.amazon.co.uk/dp/B093BVQYYM"">Seagate Expansion Desktop, 6TB, External Hard Drive, USB 3.0, 2 year Rescue Services (STKP6000400)</a>"
